Model,Accuracy,F1 Score,Precision,Recall,roc-auc
SVM,0.684931506849315,0.5568548836173293,0.46913116907487334,0.684931506849315,0.5
RF,0.684931506849315,0.5568548836173293,0.46913116907487334,0.684931506849315,0.5
XGB,0.684931506849315,0.5568548836173293,0.46913116907487334,0.684931506849315,0.5
LGBM,0.684931506849315,0.5568548836173293,0.46913116907487334,0.684931506849315,0.5
KNN,0.3150684931506849,0.1509703196347032,0.09926815537624319,0.3150684931506849,0.5
ADA,0.684931506849315,0.5568548836173293,0.46913116907487334,0.684931506849315,0.5
