Model,Mean Squared Error,Mean Absolute Error,R2 Score
Linear Regression,1.1673672821968581e+31,3231178499774950.0,-5.385935949986309e+25
Ridge Regression,216866.70297542063,369.4289560699103,-0.0005678501732679919
Lasso Regression,216866.70297542063,369.4289560699103,-0.0005678501732679919
Elastic Net,216866.70297542063,369.4289560699103,-0.0005678501732679919
