model,Accuracy,F1 Score,Precision,Recall,roc-auc
SVM,0.65625,0.7843137254901961,0.7142857142857143,0.8695652173913043,0.4903381642512078
RF,0.65625,0.7843137254901961,0.7142857142857143,0.8695652173913043,0.4903381642512078
KNN,0.65625,0.7843137254901961,0.7142857142857143,0.8695652173913043,0.4903381642512078
ADA,0.65625,0.7843137254901961,0.7142857142857143,0.8695652173913043,0.4903381642512078
