model,Accuracy,F1 Score,Precision,Recall,roc-auc
SVM,0.6875,0.7916666666666666,0.7037037037037037,0.9047619047619048,0.5887445887445888
RF,0.6875,0.7916666666666666,0.7037037037037037,0.9047619047619048,0.5887445887445888
KNN,0.6875,0.7916666666666666,0.7037037037037037,0.9047619047619048,0.5887445887445888
ADA,0.6875,0.7916666666666666,0.7037037037037037,0.9047619047619048,0.5887445887445888
