Model,Mean Squared Error,Mean Absolute Error,R2 Score
Linear Regression,7.9228162513965605e+28,281474976710125.34,-2.4789382704464646e+23
Ridge Regression,321367.01466496685,450.64247047244095,-0.005512391344038248
Lasso Regression,321367.01466496685,450.64247047244095,-0.005512391344038248
Elastic Net,321367.01466496685,450.64247047244095,-0.005512391344038248
