model,Accuracy,F1 Score,Precision,Recall,roc-auc
SVM,0.71875,0.8363636363636363,0.71875,1.0,0.5
RF,0.71875,0.8235294117647058,0.75,0.9130434782608695,0.5676328502415459
XGB,0.71875,0.8363636363636363,0.71875,1.0,0.5
LGBM,0.6875,0.8148148148148148,0.7096774193548387,0.9565217391304348,0.4782608695652174
KNN,0.40625,0.5581395348837209,0.6,0.5217391304347826,0.3164251207729469
ADA,0.5625,0.6818181818181818,0.7142857142857143,0.6521739130434783,0.4927536231884059
