model,Accuracy,F1 Score,Precision,Recall,roc-auc
SVM,0.71875,0.8363636363636363,0.71875,1.0,0.5
RF,0.6875,0.7916666666666666,0.76,0.8260869565217391,0.5797101449275364
XGB,0.71875,0.8363636363636363,0.71875,1.0,0.5
LGBM,0.65625,0.7843137254901961,0.7142857142857143,0.8695652173913043,0.4903381642512078
KNN,0.5625,0.7083333333333334,0.68,0.7391304347826086,0.4251207729468599
ADA,0.59375,0.7111111111111111,0.7272727272727273,0.6956521739130435,0.5144927536231885
