Model,Mean Squared Error,Mean Absolute Error,R2 Score
Linear Regression,4.445459639158689e+30,1974180658573938.0,-2.0510220947515257e+25
Ridge Regression,216866.70297542063,369.4289560699103,-0.0005678501732679919
Lasso Regression,216866.70297542063,369.4289560699103,-0.0005678501732679919
Elastic Net,216866.70297542063,369.4289560699103,-0.0005678501732679919
