model,Accuracy,F1 Score,Precision,Recall,roc-auc
SVM,0.71875,0.8363636363636363,0.71875,1.0,0.5
RF,0.65625,0.7755102040816326,0.7307692307692307,0.8260869565217391,0.5241545893719807
XGB,0.71875,0.8363636363636363,0.71875,1.0,0.5
LGBM,0.6875,0.8148148148148148,0.7096774193548387,0.9565217391304348,0.4782608695652174
KNN,0.5625,0.7083333333333334,0.68,0.7391304347826086,0.4251207729468599
ADA,0.59375,0.723404255319149,0.7083333333333334,0.7391304347826086,0.4806763285024155
