loss,val_loss
1954321.75,1384361.0
1177059.25,6856414.0
3326564.0,669583.875
412882.6875,141868.9375
133290.9375,222192.75
185425.828125,186692.9375
164484.0625,64767.84375
35817.69921875,7948.6767578125
16862.208984375,39787.66015625
22386.28125,11457.642578125
9591.8291015625,6039.625
6468.45947265625,4760.728515625
5408.35546875,4547.341796875
3779.221923828125,3748.27880859375
3168.127685546875,2289.890625
2514.251708984375,1806.956298828125
1738.9736328125,1640.0831298828125
1300.7677001953125,1048.74267578125
1074.2843017578125,782.6171875
834.2606811523438,678.9356689453125
669.8402099609375,535.9271240234375
579.2727661132812,443.8926696777344
498.0683288574219,375.24774169921875
423.4927978515625,329.96063232421875
386.14715576171875,304.91546630859375
346.26104736328125,268.6494140625
313.13385009765625,239.28964233398438
292.6987609863281,218.93597412109375
272.188720703125,207.53890991210938
248.8231964111328,196.81927490234375
234.19239807128906,180.31829833984375
218.7777557373047,166.89903259277344
207.2781982421875,157.0759735107422
195.45016479492188,149.72946166992188
185.10304260253906,143.18275451660156
176.3870086669922,135.48580932617188
168.56356811523438,128.01046752929688
161.01866149902344,122.92942810058594
154.51345825195312,117.58073425292969
147.98719787597656,112.76031494140625
141.83509826660156,109.32166290283203
136.9551544189453,104.97975158691406
132.3463897705078,100.19984436035156
128.10757446289062,97.3444595336914
123.59292602539062,94.13813018798828
118.90388488769531,91.10700988769531
114.63710021972656,87.5560302734375
111.37403106689453,85.30281066894531
107.85543060302734,82.14750671386719
104.60665893554688,79.68995666503906
101.48262023925781,77.30288696289062
98.60464477539062,75.17403411865234
96.05316162109375,73.48597717285156
93.53226470947266,71.16378784179688
91.13797760009766,69.26275634765625
88.74788665771484,67.71910095214844
86.5631332397461,66.08301544189453
84.46807861328125,64.4377670288086
82.61526489257812,62.64356231689453
80.63565826416016,61.43841552734375
79.03839874267578,60.620269775390625
77.22664642333984,58.96986389160156
75.57678985595703,57.574581146240234
74.27173614501953,56.465248107910156
72.75788116455078,55.53504180908203
71.29573822021484,54.847679138183594
69.83865356445312,53.35564422607422
68.51470947265625,52.249717712402344
67.48577880859375,51.56306457519531
66.25798034667969,50.85277557373047
65.13815307617188,50.00050354003906
64.23932647705078,49.138885498046875
63.005958557128906,48.311187744140625
61.8895263671875,47.67963409423828
60.928001403808594,46.89295959472656
60.13389587402344,46.30152893066406
59.3902473449707,45.67569351196289
58.48066329956055,45.14181137084961
57.733604431152344,44.445472717285156
56.93572998046875,43.846622467041016
56.37617492675781,43.458038330078125
55.736183166503906,42.92060852050781
55.11833953857422,42.74885559082031
54.49367141723633,41.98473358154297
53.44268035888672,41.44916534423828
52.967838287353516,41.0128288269043
52.30780792236328,40.83976745605469
51.79083251953125,40.24253463745117
51.218135833740234,39.854576110839844
50.71295166015625,39.457054138183594
50.22892379760742,39.2762451171875
49.80652618408203,38.850799560546875
49.32510757446289,38.46240997314453
48.88385009765625,38.50157165527344
48.49298095703125,38.004154205322266
47.98579025268555,37.63652420043945
47.55179214477539,37.37776184082031
47.239662170410156,37.148319244384766
46.885658264160156,36.82579803466797
46.509193420410156,36.649009704589844
46.08546829223633,36.467288970947266
45.789154052734375,36.40889358520508
45.520164489746094,35.90404510498047
45.247032165527344,35.702571868896484
44.902442932128906,35.819984436035156
44.58200454711914,35.377830505371094
44.362361907958984,35.07559585571289
43.9327392578125,35.08591079711914
43.843719482421875,35.11377716064453
43.512046813964844,34.67359924316406
43.182857513427734,34.5045166015625
43.00084686279297,34.50836944580078
42.81919860839844,34.40432357788086
42.55552291870117,34.24822998046875
42.31660461425781,34.01754379272461
42.222599029541016,34.19351577758789
41.94160461425781,33.869468688964844
41.82381057739258,33.814613342285156
41.79374313354492,33.68387222290039
41.51243591308594,33.721778869628906
41.44137191772461,34.320594787597656
41.434654235839844,33.78248596191406
40.96272277832031,33.573158264160156
40.90232467651367,33.32221603393555
40.79423141479492,33.07263946533203
40.4998779296875,32.846900939941406
40.58589553833008,32.94992446899414
40.07753372192383,32.78667449951172
39.89734649658203,32.61906433105469
39.816593170166016,32.57024383544922
39.66424560546875,32.557273864746094
