train_loss,val_loss
75.43914699554443,74.28944396972656
73.1791296005249,72.98774337768555
72.39673900604248,72.43366241455078
71.55357551574707,70.72957611083984
64.03676271438599,48.03905487060547
38.97906970977783,34.796194076538086
32.612271547317505,32.39995002746582
31.061164140701294,32.242857933044434
30.958929538726807,31.90670108795166
30.692360877990723,31.821945190429688
30.4515380859375,31.56489086151123
30.14569902420044,31.166346549987793
29.841614246368408,30.919017791748047
29.525206089019775,30.495539665222168
29.114272356033325,30.21622943878174
28.80717182159424,29.872072219848633
28.49416446685791,29.630562782287598
28.32533025741577,29.446775436401367
28.11020827293396,29.24668598175049
27.96027135848999,29.21671485900879
27.79445195198059,29.05414390563965
27.71351170539856,29.012972831726074
27.704076051712036,28.944350242614746
27.637539625167847,28.886658668518066
27.584705591201782,28.862960815429688
27.53577423095703,28.811429023742676
27.536289930343628,28.821857452392578
27.525110244750977,28.77699375152588
27.516175508499146,28.795166015625
27.50883960723877,28.77878189086914
27.485941886901855,28.743181228637695
27.455549955368042,28.715453147888184
27.440721035003662,28.710627555847168
27.446523904800415,28.691295623779297
27.403953313827515,28.71037006378174
27.373246908187866,28.61847686767578
27.335153579711914,28.609819412231445
27.29397201538086,28.582387924194336
27.245734453201294,28.540945053100586
27.194376945495605,28.48267936706543
27.15630269050598,28.368449211120605
27.060950756072998,28.297962188720703
27.011087894439697,28.28218936920166
26.987001657485962,28.216459274291992
26.94897699356079,28.244091033935547
26.90726399421692,28.153624534606934
26.88253951072693,28.137045860290527
26.856497526168823,28.12563419342041
26.83822202682495,28.09438705444336
26.848657846450806,28.093734741210938
26.80358862876892,28.067673683166504
26.79104518890381,28.055411338806152
26.761624336242676,28.06375789642334
26.74925422668457,28.02799415588379
26.760673999786377,27.95384120941162
26.71377992630005,27.976603507995605
26.684369802474976,27.938246726989746
26.647194385528564,27.869487762451172
26.588665008544922,27.82382869720459
26.578197479248047,27.77585506439209
26.516388177871704,27.722957611083984
26.465746641159058,27.662397384643555
26.401109218597412,27.6601619720459
26.38651967048645,27.693690299987793
26.351064443588257,27.854761123657227
26.91584539413452,28.726975440979004
26.88630986213684,27.718414306640625
26.466129779815674,27.670665740966797
26.282247066497803,27.378172874450684
26.118354558944702,27.296152114868164
26.052953958511353,27.28083038330078
25.97308659553528,27.196423530578613
25.89497995376587,27.22807788848877
25.87443494796753,27.11464500427246
25.81339955329895,27.131094932556152
25.790162563323975,27.096168518066406
25.747167587280273,27.055875778198242
25.700616121292114,27.001388549804688
25.671794414520264,27.028870582580566
25.663212060928345,26.92245101928711
25.611591339111328,26.939126014709473
25.597410678863525,26.936708450317383
25.577688455581665,26.924912452697754
25.529585361480713,26.946603775024414
25.538134813308716,26.921733856201172
25.557692050933838,26.888386726379395
25.50352644920349,26.86265754699707
25.507694244384766,26.952332496643066
25.556703329086304,26.952696800231934
25.516671657562256,26.879201889038086
25.456281900405884,26.93662929534912
25.453075408935547,26.895190238952637
25.421279668807983,26.859456062316895
25.390570163726807,26.873924255371094
25.35664701461792,26.867484092712402
25.360554456710815,26.81623077392578
25.302496910095215,26.779475212097168
25.29160213470459,26.789429664611816
25.289929151535034,26.804396629333496
25.28919744491577,26.828078269958496
25.28949213027954,26.794148445129395
25.327775239944458,26.88368511199951
25.40256977081299,26.987045288085938
25.40151047706604,26.957975387573242
25.327884674072266,26.848092079162598
25.285998106002808,26.844033241271973
25.34200644493103,26.934127807617188
25.346924543380737,26.851320266723633
25.27274441719055,26.894993782043457
25.25964379310608,26.81548500061035
25.247840881347656,26.886245727539062
25.227869272232056,26.832408905029297
25.196075677871704,26.82055950164795
25.165825366973877,26.795448303222656
25.170020818710327,26.863194465637207
25.170717239379883,26.836849212646484
25.13842463493347,26.821060180664062
25.126693725585938,26.771942138671875
25.080653190612793,26.778380393981934
25.06706213951111,26.80508327484131
25.064198970794678,26.75547504425049
25.030275583267212,26.79011631011963
25.050187826156616,26.759033203125
25.043229341506958,26.853666305541992
25.017796993255615,26.77914810180664
25.005609035491943,26.74263286590576
24.986663103103638,26.771178245544434
24.95133662223816,26.76921844482422
24.94179105758667,26.718995094299316
24.94611692428589,26.783647537231445
24.97598910331726,26.81211566925049
24.96342968940735,26.801593780517578
24.94332194328308,26.71356773376465
24.904630422592163,26.760884284973145
24.933171272277832,26.733110427856445
24.97291326522827,26.81874942779541
25.15680193901062,27.021245002746582
25.144221305847168,26.927023887634277
25.060351133346558,26.815950393676758
25.040157318115234,26.810559272766113
24.965173482894897,26.77623176574707
24.92834234237671,26.7801456451416
24.905235767364502,26.760531425476074
24.949325799942017,26.778258323669434
24.89859127998352,26.749550819396973
24.824081897735596,26.766237258911133
24.807820796966553,26.704221725463867
24.837818145751953,26.73889923095703
24.877756357192993,26.789986610412598
24.93644618988037,26.91352367401123
24.96711015701294,26.851962089538574
24.893152952194214,26.8690128326416
24.85739302635193,26.86949920654297
24.857210636138916,26.883119583129883
24.84477138519287,26.75770664215088
24.817365646362305,26.762540817260742
24.80278205871582,26.779820442199707
24.768559455871582,26.802852630615234
24.761014223098755,26.761221885681152
24.734062910079956,26.759307861328125
24.747794151306152,26.756604194641113
24.748356342315674,26.755735397338867
24.71881604194641,26.766884803771973
24.71369743347168,26.7982120513916
24.69220805168152,26.823802947998047
24.691811084747314,26.79048728942871
24.699058294296265,26.77645492553711
24.758957386016846,26.818056106567383
24.80174732208252,26.78798198699951
24.784279823303223,26.868947982788086
24.74389958381653,26.783692359924316
24.762392282485962,26.80825138092041
